,location,total_sqft,bath,bhk_size,price
12147,Panathur,1343.0,2.0,2,76.0
12148,Electronics City Phase 1,1330.0,2.0,3,44.0
12149,Mallasandra,1524.0,2.0,3,72.0
12150,Lingadheeranahalli,2236.0,4.0,4,153.0
12151,Domlur,2955.0,3.0,3,235.0
12152,Other,1410.0,2.0,3,45.12
12153,Kothanur,1581.0,3.0,3,76.0
12154,Balagere,1205.0,2.0,2,79.0
12155,Thyagaraja Nagar,1270.0,2.0,3,95.25
12156,Other,1353.0,2.0,3,110.0
12157,Other,1200.0,2.0,2,68.0
12158,Other,1250.0,2.0,3,70.0
12159,Other,1950.2,3.0,3,261.0
12160,Sarjapur  Road,1157.0,2.0,3,69.0
12161,Kanakapura,825.0,1.0,1,35.475
12162,Sarjapur  Road,1000.0,2.0,2,40.0
12163,Yelahanka,602.0,1.0,1,33.0
12165,Hoodi,1108.0,2.0,2,66.46
12166,Thyagaraja Nagar,1040.0,2.0,2,68.0
12167,Sarjapur,1451.0,2.0,2,87.0
12168,Raja Rajeshwari Nagar,1196.0,2.0,2,40.54
12169,Kanakpura Road,850.0,1.0,1,37.32
12170,Other,2171.66,3.0,3,298.0
12171,Other,900.0,2.0,2,40.0
12172,Kudlu,720.0,1.0,1,33.0
12173,Thanisandra,1573.0,3.0,3,115.0
12174,Sarjapur  Road,1026.0,2.0,2,60.8
12175,CV Raman Nagar,1400.0,2.0,3,78.0
12176,Electronic City Phase II,1400.0,2.0,3,40.44
12177,Banashankari Stage III,2100.0,3.0,4,147.0
12178,Sarjapur  Road,1150.0,2.0,2,48.5
12179,Raja Rajeshwari Nagar,1500.0,3.0,3,88.0
12180,Malleshwaram,2400.0,3.0,3,380.0
12181,HRBR Layout,1200.0,3.0,3,240.0
12182,Kothanur,1790.0,3.0,3,105.0
12183,Ramagondanahalli,1125.0,2.0,2,75.0
12184,Hennur,1830.5,3.0,3,84.205
12185,Marathahalli,1100.0,2.0,2,50.0
12186,7th Phase JP Nagar,0.0,2.0,2,51.0
12187,Banaswadi,1105.0,2.0,2,57.0
12188,Thanisandra,1110.0,2.0,2,46.5
12189,Dasanapura,708.0,1.0,1,41.0
12190,Kudlu,1027.0,2.0,2,44.0
12191,Other,1600.0,3.0,3,100.0
12193,Sarjapur  Road,1205.0,2.0,2,37.0
12194,5th Phase JP Nagar,1450.0,2.0,3,73.0
12195,Thyagaraja Nagar,750.0,4.0,4,125.0
12196,Other,540.0,1.0,1,22.0
12197,Dasarahalli,1200.0,2.0,2,42.0
12198,Nagarbhavi,1200.0,5.0,5,260.0
12199,Kalena Agrahara,1837.0,2.0,3,95.0
12200,Whitefield,1346.0,2.0,2,76.01
12201,Balagere,1012.0,2.0,2,68.0
12202,Other,1950.2,3.0,3,193.0
12203,Other,1125.0,2.0,2,55.0
12204,Kaggadasapura,1500.0,2.0,3,60.0
12205,Harlur,1197.0,2.0,2,79.9
12206,Chandapura,1230.0,2.0,3,31.37
12207,BTM 2nd Stage,1100.0,2.0,2,47.0
12208,Other,1563.0,2.0,3,52.0
12210,Hebbal Kempapura,3729.0,4.0,4,384.0
12211,Sarjapur  Road,1600.0,3.0,3,120.0
12212,Green Glen Layout,1715.0,3.0,3,120.0
12213,Bannerghatta Road,2400.0,4.0,4,180.0
12214,Ramagondanahalli,1151.0,2.0,2,42.5
12216,Uttarahalli,1123.0,2.0,2,60.0
12217,Whitefield,1276.0,2.0,2,69.5
12218,Yelahanka,1315.0,2.0,2,77.0
12219,Poorna Pragna Layout,1270.0,2.0,3,50.79
12220,R.T. Nagar,1325.0,2.0,2,52.0
12221,Varthur,1600.0,3.0,3,63.2
12222,Jakkur,1660.0,3.0,3,104.0
12223,Kodichikkanahalli,1299.0,2.0,2,58.0
12224,Haralur Road,953.0,2.0,2,90.0
12225,Gunjur,1457.0,2.0,2,60.0
12226,Varthur,1000.0,1.0,2,65.0
12227,Mallasandra,1100.0,2.0,3,76.3
12228,Yelahanka,1075.0,2.0,3,33.53
12229,Kanakpura Road,1450.0,3.0,3,51.0
12231,Bellandur,950.0,1.0,1,40.0
12232,Basaveshwara Nagar,1200.0,3.0,5,180.0
12233,Other,1013.0,2.0,2,60.0
12234,Hennur Road,1140.0,2.0,2,56.0
12235,Other,2100.0,3.0,3,220.0
12236,Yelahanka,1430.0,3.0,3,61.0
12237,Other,600.0,3.0,4,95.0
12238,Other,1600.0,3.0,3,77.0
12239,Other,1190.0,2.0,2,48.0
12240,Other,1625.0,3.0,3,95.0
12241,Other,1210.0,2.0,2,53.0
12242,Lakshminarayana Pura,1615.0,3.0,3,150.0
12243,Kalena Agrahara,1180.0,2.0,2,85.0
12244,Nagasandra,1500.0,2.0,2,91.0
12245,Bellandur,850.0,2.0,2,45.0
12246,Kothanur,1130.0,2.0,2,55.0
12247,CV Raman Nagar,907.0,2.0,2,38.0
12248,HRBR Layout,1300.0,2.0,2,90.0
12249,Hennur Road,1891.0,3.0,3,110.0
12250,Hennur Road,1735.0,3.0,3,78.0
12251,Bisuvanahalli,1075.0,2.0,3,33.0
12252,Other,0.0,5.0,5,75.0
12254,Uttarahalli,1590.0,3.0,3,57.0
12255,Other,1600.0,5.0,5,140.0
12256,Other,1160.0,2.0,2,55.0
12257,Other,930.0,1.0,2,55.0
12258,Devanahalli,1010.0,2.0,2,58.0
12259,Electronic City,1221.0,2.0,2,68.0
12261,Hoodi,1108.0,2.0,2,87.48
12262,Vidyaranyapura,1000.0,4.0,4,120.0
12263,Sarjapur  Road,1370.0,2.0,2,70.0
12264,Banashankari Stage V,920.0,2.0,2,41.5
12265,Bhoganhalli,1277.0,2.0,2,79.89
12266,Horamavu Agara,1213.0,2.0,2,38.1
12267,Singasandra,1653.0,3.0,3,85.0
12268,Sarjapur,2400.0,3.0,4,140.0
12270,Kothanur,1600.0,4.0,4,250.0
12271,Electronics City Phase 1,1321.0,2.0,3,40.0
12272,Kanakpura Road,1570.0,3.0,3,68.0
12274,Other,1053.0,2.0,2,44.0
12275,Other,1325.0,2.0,3,56.0
12276,Other,1169.0,2.0,2,50.11
12277,Badavala Nagar,1274.0,2.0,2,90.0
12278,Whitefield,1317.0,2.0,2,52.0
12279,Lakshminarayana Pura,1195.0,2.0,2,75.0
12280,Whitefield,2858.0,4.0,4,137.0
12281,Kammasandra,940.0,2.0,2,35.0
12282,Budigere,1820.0,3.0,3,95.5
12283,Kanakpura Road,1450.0,3.0,3,53.6
12284,Whitefield,1615.0,3.0,3,96.9
12285,Nagarbhavi,2200.0,2.0,3,99.0
12286,Subramanyapura,985.0,2.0,2,62.5
12287,Electronics City Phase 1,1116.0,2.0,2,33.0
12288,Attibele,656.0,2.0,2,25.0
12289,Kaggadasapura,1105.0,2.0,2,39.5
12290,Whitefield,1220.0,2.0,2,55.0
12291,Hoodi,1400.0,3.0,3,74.0
12292,Other,2400.0,3.0,4,185.0
12293,Anandapura,850.0,3.0,3,63.0
12294,Uttarahalli,1000.0,2.0,2,35.0
12295,Bannerghatta Road,1660.0,3.0,3,80.0
12296,Uttarahalli,1330.0,2.0,3,57.0
12297,Old Madras Road,1165.0,2.0,2,52.0
12298,Budigere,1153.0,2.0,2,56.0
12299,Bannerghatta Road,1270.0,2.0,2,45.0
12300,Other,1070.0,2.0,2,38.0
12301,Other,1427.0,2.0,3,85.0
12302,Banashankari Stage III,1420.0,2.0,3,95.0
12303,Kothanur,1600.0,5.0,4,130.0
12304,Other,2031.0,2.0,2,200.0
12305,Bellandur,1454.0,2.0,2,90.0
12306,Whitefield,1116.0,2.0,2,48.76
12307,Other,2000.0,3.0,4,180.0
12308,Sarjapur  Road,1346.0,2.0,2,74.03
12309,Other,1062.0,2.0,2,50.0
12310,Other,700.0,1.0,1,25.5
12311,JP Nagar,1405.0,2.0,2,99.0
12312,Doddathoguru,1100.0,2.0,2,50.0
12313,Chikka Tirupathi,2153.0,4.0,3,120.0
12314,Other,1200.0,3.0,3,120.0
12315,Ulsoor,2135.0,3.0,3,170.0
12316,Uttarahalli,1125.0,2.0,2,47.0
12317,2nd Phase Judicial Layout,1350.0,2.0,3,47.25
12318,Pai Layout,1068.0,2.0,2,48.0
12319,Doddathoguru,940.0,2.0,2,32.9
12320,Hosa Road,1063.0,2.0,2,32.79
12321,Brookefield,1382.0,2.0,2,84.5
12322,Harlur,936.0,2.0,2,45.0
12323,KR Puram,1400.0,2.0,3,60.0
12324,Sarjapur  Road,475.0,1.0,1,26.0
12325,Other,1200.0,2.0,2,115.0
12326,Other,1450.0,3.0,3,65.0
12327,Kudlu,1162.0,2.0,2,52.0
12328,Hosa Road,1161.0,2.0,2,48.75
12329,Green Glen Layout,1623.29,2.0,3,105.0
12330,Brookefield,1260.0,2.0,2,70.0
12331,Billekahalli,1672.0,3.0,4,190.0
12332,Seegehalli,3000.0,4.0,3,240.0
12333,Murugeshpalya,1500.0,2.0,3,70.0
12334,Budigere,705.0,1.0,1,34.545
12336,Other,2000.0,3.0,3,200.0
12337,Thyagaraja Nagar,1675.0,1.0,1,241.0
12338,Electronic City,1200.0,3.0,3,150.0
12339,Nagarbhavi,1100.0,2.0,2,46.2
12340,Whitefield,1400.0,2.0,3,56.0
12341,Ramagondanahalli,2257.0,3.0,3,155.0
12342,Budigere,1153.0,2.0,2,56.5
12343,Sarjapur  Road,1197.0,2.0,2,56.86
12344,Other,1150.0,2.0,2,90.0
12345,Other,595.0,1.0,1,40.0
12346,Hoodi,1837.0,3.0,3,110.0
12347,Other,3750.0,4.0,4,190.0
12348,Bellandur,1830.0,3.0,3,91.86
12349,Green Glen Layout,1715.0,3.0,3,115.0
12350,Electronic City,970.0,2.0,2,35.0
12351,Hebbal Kempapura,1200.0,3.0,4,148.0
12352,NRI Layout,2700.0,5.0,4,95.75
12354,Vidyaranyapura,2400.0,5.0,4,135.0
12355,Sarjapur  Road,3040.0,4.0,4,135.0
12356,Raja Rajeshwari Nagar,1168.0,2.0,2,66.0
12357,Begur Road,1160.0,2.0,2,36.54
12358,Other,1500.0,3.0,3,75.0
12359,Kumaraswami Layout,600.0,2.0,2,72.0
12361,ITPL,850.0,2.0,2,25.4
12362,Ramamurthy Nagar,935.0,2.0,2,39.0
12363,Other,1200.0,5.0,5,235.0
12364,Doddaballapur,654.0,1.0,1,49.0
12365,Domlur,1650.0,3.0,3,180.0
12367,Other,1300.0,2.0,2,33.0
12368,Kaggalipura,950.0,2.0,2,60.0
12369,Other,1250.0,3.0,3,54.0
12370,Doddakallasandra,1072.0,2.0,2,42.87
12371,Other,1425.0,2.0,3,65.0
12372,Uttarahalli,1165.0,1.0,2,42.09
12373,Kathriguppe,1390.0,2.0,3,69.49
12374,Kalena Agrahara,1510.0,3.0,3,78.0
12375,Thanisandra,1305.0,2.0,2,90.0
12377,Kodigehaali,866.0,2.0,2,32.0
12378,Hulimavu,1231.0,2.0,2,84.5
12379,Sompura,1360.0,2.0,3,45.0
12380,Yeshwanthpur,2500.0,3.0,3,138.0
12381,Whitefield,1140.0,2.0,2,55.0
12382,Kanakpura Road,525.0,1.0,1,30.0
12383,Whitefield,1295.0,2.0,2,64.5
12384,Hormavu,1020.0,2.0,2,45.75
12385,Old Airport Road,3504.0,4.0,4,262.0
12386,Other,1200.0,1.0,2,50.0
12387,Vidyaranyapura,1100.0,2.0,2,41.0
12389,Kothannur,820.0,2.0,2,37.0
12390,Sarjapur,3508.0,4.0,4,386.0
12391,Other,3700.0,4.0,4,400.0
12392,Kalena Agrahara,1354.0,2.0,2,70.0
12393,Basavangudi,2453.0,3.0,4,250.0
12394,Garudachar Palya,1154.0,2.0,2,51.8
12395,7th Phase JP Nagar,1680.0,2.0,3,92.0
12396,Electronics City Phase 1,1205.0,2.0,2,60.0
12397,Raja Rajeshwari Nagar,1400.0,2.0,3,86.0
12398,Other,1625.0,3.0,3,150.0
12399,Electronic City,1500.0,3.0,3,73.0
12400,Bannerghatta Road,1520.0,2.0,3,80.0
12401,Other,1300.0,3.0,2,65.0
12402,Other,1150.0,2.0,2,47.0
12403,Kadugodi,1762.0,3.0,3,109.0
12404,Budigere,1153.0,2.0,2,58.0
12405,Yelahanka,2650.0,4.0,4,223.0
12406,Sompura,1350.0,2.0,3,47.0
12407,Billekahalli,950.0,2.0,2,56.0
12408,Jakkur,3295.0,3.0,3,310.0
12409,Other,1515.0,3.0,3,80.5
12410,Neeladri Nagar,1100.0,2.0,2,30.0
12411,Other,1250.0,2.0,2,65.0
12412,HBR Layout,1200.0,2.0,2,120.0
12414,Hoskote,1200.0,4.0,4,100.0
12415,Yelahanka,1355.0,2.0,3,51.5
12416,Other,1115.0,3.0,3,39.14
12417,8th Phase JP Nagar,1275.0,3.0,3,45.0
12418,Padmanabhanagar,2051.0,3.0,3,170.0
12419,BTM Layout,1470.0,2.0,3,99.0
12420,Other,1550.0,2.0,3,70.0
12421,Bannerghatta Road,1270.0,2.0,3,73.0
12422,Bhoganhalli,2119.0,4.0,4,111.0
12423,Hebbal Kempapura,1600.0,3.0,3,170.0
12424,Kudlu Gate,1320.0,2.0,3,50.0
12425,Other,2505.0,3.0,3,165.0
12426,Other,1410.0,2.0,3,54.0
12427,Whitefield,1200.0,2.0,2,70.0
12428,Other,1705.0,2.0,3,86.96
12429,Electronic City,995.0,2.0,2,48.0
12430,Horamavu Banaswadi,1081.0,2.0,2,52.0
12431,Parappana Agrahara,1194.0,2.0,2,46.0
12432,Sonnenahalli,605.0,1.0,1,30.24
12433,Yelahanka,567.0,1.0,1,25.0
12434,Rajaji Nagar,1718.0,3.0,2,275.0
12435,Banashankari Stage VI,1410.5,2.0,3,70.385
12436,2nd Stage Nagarbhavi,600.0,5.0,3,135.0
12437,Green Glen Layout,1715.0,3.0,3,105.0
12438,Doddaballapur,3206.0,5.0,4,270.0
12439,Kundalahalli,1500.0,4.0,4,235.0
12440,Bannerghatta Road,1846.0,3.0,3,120.0
12441,Other,600.0,3.0,3,90.0
12442,Whitefield,1015.0,2.0,2,56.0
12444,Thanisandra,1100.0,2.0,2,36.0
12445,Thanisandra,1965.0,4.0,3,125.0
12446,NGR Layout,1021.0,2.0,2,45.9
12447,Haralur Road,1230.0,2.0,2,67.65
12448,Uttarahalli,1260.0,2.0,2,55.0
12450,Lingadheeranahalli,1894.0,4.0,3,114.0
12452,Jakkur,1950.0,3.0,3,131.0
12453,Sector 2 HSR Layout,1231.0,2.0,2,66.0
12454,Mahadevpura,1236.0,2.0,2,58.0
12455,R.T. Nagar,1800.0,3.0,4,120.0
12456,Other,1650.0,3.0,3,135.0
12457,Other,750.0,3.0,5,88.0
12458,Begur,1443.0,2.0,3,70.0
12459,Ramamurthy Nagar,886.0,4.0,4,120.0
12460,Other,925.0,2.0,2,68.0
12461,Chandapura,1305.0,3.0,3,33.28
12462,Other,1190.0,2.0,2,46.41
12463,Uttarahalli,1284.0,2.0,2,53.36
12464,Other,350.0,3.0,4,45.0
12465,Other,875.0,3.0,3,115.0
12466,Chikkalasandra,1325.0,2.0,2,59.0
12468,Kudlu Gate,1183.0,2.0,2,79.54
12469,Other,1750.0,3.0,3,100.0
12471,Other,747.0,1.0,1,27.0
12472,Electronic City,1342.0,2.0,2,90.0
12473,Other,1113.0,2.0,2,52.0
12474,Other,1738.0,3.0,3,110.0
12475,Brookefield,1206.0,2.0,2,90.0
12476,Hebbal,2790.0,4.0,4,198.0
12477,Hebbal,1162.0,2.0,2,59.0
12478,Parappana Agrahara,1194.0,2.0,2,46.0
12479,Sarjapur  Road,1857.0,4.0,3,155.0
12481,Rajaji Nagar,1763.0,3.0,2,240.0
12482,Uttarahalli,1150.0,2.0,2,45.99
12484,Chikkalasandra,1290.0,2.0,2,72.0
12485,Thubarahalli,3408.0,5.0,4,145.0
12486,HBR Layout,900.0,2.0,2,145.0
12487,Sanjay nagar,1150.0,2.0,2,70.0
12488,Banashankari,1040.0,2.0,3,109.0
12489,Yeshwanthpur,1160.0,2.0,2,64.08
12490,Other,900.0,2.0,2,27.0
12491,Sarjapur  Road,1750.0,3.0,4,185.0
12492,Electronic City,1320.0,2.0,3,38.12
12493,Lingadheeranahalli,2240.0,4.0,4,160.0
12494,Electronics City Phase 1,891.0,2.0,2,26.0
12495,Other,1000.0,4.0,5,80.0
12496,Ambedkar Nagar,1852.0,3.0,3,125.0
12497,Chandapura,1323.0,2.0,3,42.0
12498,Vittasandra,1404.0,2.0,2,67.5
12499,Dodda Nekkundi,1370.0,2.0,2,60.0
12500,Uttarahalli,1385.0,2.0,3,48.48
12501,Gollarapalya Hosahalli,1129.0,2.0,2,50.0
12502,Mahalakshmi Layout,1876.0,3.0,3,150.0
12503,Other,1720.0,3.0,3,95.0
12504,Jalahalli East,1200.0,4.0,4,80.0
12505,Mysore Road,1175.0,2.0,2,86.68
12506,Other,500.0,1.0,1,51.0
12507,Other,1200.0,5.0,5,85.0
12508,Electronic City Phase II,1200.0,1.0,1,295.0
12509,Hosa Road,1893.0,3.0,3,130.0
12510,Whitefield,1430.0,3.0,3,52.0
12511,Other,850.0,2.0,2,45.0
12512,CV Raman Nagar,1392.0,2.0,2,110.0
12513,Kanakpura Road,1938.0,3.0,3,105.0
12514,Other,1020.0,2.0,2,52.0
12515,Other,2400.0,2.0,3,360.0
12516,HBR Layout,1832.0,3.0,3,160.0
12517,Konanakunte,1423.0,2.0,3,85.0
12518,Jakkur,1432.0,2.0,2,85.0
12519,Other,1350.0,4.0,4,235.0
12521,CV Raman Nagar,1480.0,3.0,3,65.0
12522,Kanakpura Road,1843.0,3.0,3,96.2
12523,Other,760.0,4.0,3,95.0
12524,Hulimavu,1916.0,2.0,3,150.0
12525,Hennur,1255.0,2.0,2,55.5
12526,Yelenahalli,1160.0,2.0,2,44.08
12527,Old Madras Road,2640.0,2.0,2,170.0
12528,Bommanahalli,1160.0,2.0,2,53.0
12529,Lakshminarayana Pura,1200.0,2.0,2,80.0
12530,7th Phase JP Nagar,1100.0,2.0,2,44.0
12531,Ramagondanahalli,1500.0,3.0,3,100.0
12532,Electronic City Phase II,1336.0,2.0,3,50.35
12533,Choodasandra,1065.0,2.0,2,46.0
12534,Hebbal,1294.0,2.0,2,115.0
12535,Rachenahalli,1550.0,3.0,3,68.5
12536,Whitefield,1216.0,2.0,2,75.0
12537,Other,1005.0,2.0,2,40.0
12538,7th Phase JP Nagar,1430.0,2.0,3,102.0
12540,Hoodi,1660.0,3.0,3,125.0
12541,Thanisandra,1430.0,2.0,3,56.0
12542,Hennur Road,1470.0,2.0,3,75.0
12543,Jalahalli,1045.0,2.0,2,76.77
12545,Anjanapura,950.0,2.0,2,30.0
12546,Doddathoguru,1382.0,3.0,3,65.0
12547,BTM 2nd Stage,930.0,2.0,2,46.0
12548,Sarjapur  Road,1660.0,2.0,3,116.0
12549,Other,1290.0,2.0,2,71.95
12550,Whitefield,1010.0,2.0,3,45.0
12551,Brookefield,3050.0,4.0,4,130.0
12552,Dodda Nekkundi,1200.0,2.0,2,71.0
12553,Other,1650.0,3.0,3,140.0
12554,Budigere,1636.0,3.0,3,88.0
12555,Rajaji Nagar,2367.0,3.0,3,320.0
12556,Budigere,1153.0,2.0,2,56.55
12557,Hegde Nagar,2087.01,4.0,3,160.0
12558,LB Shastri Nagar,1200.0,2.0,2,47.0
12559,HSR Layout,1844.0,3.0,3,89.0
12560,Hosa Road,0.0,3.0,3,110.0
12561,Begur Road,1215.0,2.0,2,43.75
12562,Sarjapur  Road,1194.0,2.0,2,57.0
12563,Other,1220.0,2.0,2,52.0
12564,Other,3150.0,4.0,4,150.0
12565,Kanakpura Road,525.0,1.0,1,26.0
12566,Bommasandra,955.0,2.0,2,37.97
12567,Other,2000.0,5.0,5,75.0
12568,Magadi Road,884.0,2.0,2,48.0
12569,Kathriguppe,1250.0,2.0,2,68.75
12571,Dodda Nekkundi,2400.0,4.0,3,300.0
12572,Harlur,2990.0,4.0,4,225.0
12573,Bellandur,1195.0,2.0,2,52.0
12574,Other,2559.0,1.0,1,55.0
12575,Begur,1200.0,2.0,2,33.0
12576,Sarjapur  Road,984.0,2.0,2,45.75
12577,Bommasandra,1089.0,2.0,2,40.0
12578,Hennur Road,1165.0,2.0,2,52.0
12579,Chandapura,410.0,1.0,1,10.0
12580,Hennur,1482.0,3.0,3,110.0
12581,Ramamurthy Nagar,1200.0,2.0,2,68.0
12582,Kanakapura,1938.0,3.0,3,113.0
12583,Hormavu,1166.0,2.0,3,34.97
12584,Chikkalasandra,1275.0,2.0,3,55.46
12585,Mico Layout,1140.0,2.0,2,43.0
12587,Other,720.0,1.0,1,28.0
12588,Nagarbhavi,1200.0,3.0,3,228.0
12589,Other,1100.0,2.0,2,90.0
12590,Sector 7 HSR Layout,1162.0,2.0,2,98.77
12591,Ramamurthy Nagar,540.0,1.0,1,35.0
12592,Rachenahalli,1550.0,2.0,3,73.5
12593,R.T. Nagar,1300.0,3.0,3,145.0
12594,Other,1200.0,5.0,5,130.0
12595,Other,1220.0,2.0,2,60.0
12596,Doddathoguru,964.0,2.0,2,62.0
12597,Other,1500.0,3.0,3,50.0
12598,Sarjapur  Road,1347.0,2.0,3,44.0
12600,Bannerghatta Road,3000.0,4.0,4,140.0
12601,Bannerghatta,1120.0,2.0,2,42.5
12602,Other,600.0,1.0,1,22.8
12603,Whitefield,2321.0,4.0,3,157.0
12604,Other,540.0,1.0,1,24.0
12605,Hebbal,1150.0,2.0,2,57.0
12606,Sonnenahalli,1484.0,3.0,3,75.0
12607,Ramagondanahalli,1680.0,2.0,3,68.0
12608,Other,620.0,2.0,2,23.0
12609,Other,1650.0,3.0,3,78.0
12610,Other,1250.0,3.0,3,44.0
12611,Other,2072.0,3.0,3,108.0
12612,Sarjapur  Road,1105.0,2.0,2,40.0
12613,Vidyaranyapura,1200.0,2.0,2,60.5
12616,Electronic City,550.0,2.0,2,16.0
12617,Banashankari,1340.0,2.0,3,53.6
12618,Rajaji Nagar,2409.0,3.0,3,395.0
12619,Haralur Road,1194.0,2.0,2,46.0
12620,Vittasandra,1246.0,2.0,2,65.0
12621,Old Airport Road,1055.0,2.0,2,75.0
12622,Hosa Road,1541.0,3.0,3,69.61
12623,Harlur,1370.0,2.0,2,88.0
12624,Whitefield,1224.0,2.0,2,75.0
12625,Kengeri Satellite Town,650.0,2.0,4,58.0
12626,Kambipura,883.0,2.0,2,39.0
12627,Yeshwanthpur,1676.0,3.0,3,92.13
12628,Other,1154.0,2.0,2,57.0
12629,Kanakpura Road,1610.0,3.0,3,78.5
12630,Other,1057.0,2.0,2,42.0
12631,Raja Rajeshwari Nagar,1157.0,2.0,2,65.0
12632,Other,1200.0,4.0,4,85.0
12634,Other,980.0,2.0,2,35.0
12635,Sarjapur  Road,1140.0,2.0,2,40.0
12636,Raja Rajeshwari Nagar,1206.0,2.0,2,40.7
12637,Electronic City Phase II,575.0,1.0,1,16.75
12638,Koramangala,1600.0,3.0,3,170.0
12640,Horamavu Agara,1300.0,2.0,3,52.0
12641,Other,1270.0,2.0,3,35.56
12642,Electronic City,1128.0,2.0,2,63.5
12643,Electronics City Phase 1,640.0,1.0,1,45.0
12644,Other,2400.0,3.0,3,185.0
12645,TC Palaya,1200.0,2.0,3,66.0
12646,Kanakapura,1090.0,2.0,2,38.15
12647,Electronic City,589.0,1.0,1,29.0
12648,Electronic City,1125.0,2.0,2,28.13
12649,Kogilu,1140.0,2.0,2,50.66
12651,Kundalahalli,1315.0,2.0,2,74.0
12652,Other,0.0,2.0,2,150.0
12653,Bellandur,1435.0,2.0,3,115.0
12654,Haralur Road,1092.0,2.0,2,44.0
12655,Kadugodi,1314.0,2.0,2,80.0
12656,Koramangala,1260.0,2.0,2,100.0
12658,Nagarbhavi,1080.0,2.0,2,49.0
12660,Mysore Road,1082.0,2.0,3,45.0
12661,Jakkur,1150.0,3.0,3,65.0
12662,Hennur Road,1052.0,2.0,2,34.72
12663,Yelahanka,1045.0,2.0,2,45.0
12664,Kodigehaali,1442.0,3.0,3,80.0
12665,Kaggadasapura,1500.0,2.0,3,75.0
12666,Marsur,497.0,1.0,2,20.0
12667,Hennur,1255.0,2.0,2,53.57
12668,Other,1432.0,3.0,3,79.0
12669,Kundalahalli,2100.0,3.0,3,150.0
12670,Hennur Road,1450.0,2.0,2,80.0
12671,Sarjapur  Road,1346.0,2.0,2,69.61
12672,Kumaraswami Layout,1200.0,2.0,2,29.0
12673,Electronic City Phase II,925.0,2.0,3,49.82
12674,Dasarahalli,1160.0,2.0,2,49.0
12675,Lingadheeranahalli,1768.0,3.0,3,81.31
12676,Kothanur,1094.0,2.0,2,54.0
12677,Other,1500.0,3.0,3,90.0
12678,Gubbalala,1745.0,3.0,3,130.0
12681,Sonnenahalli,1550.0,3.0,3,50.0
12682,Rajiv Nagar,2340.0,5.0,4,160.0
12683,Whitefield,1655.0,3.0,3,113.0
12684,Battarahalli,2024.0,3.0,3,103.0
12686,Jalahalli,1575.0,4.0,3,100.0
12687,Iblur Village,1920.0,3.0,3,130.0
12689,Kambipura,1082.0,2.0,3,55.0
12690,BTM 2nd Stage,1265.0,2.0,3,55.0
12691,Other,1100.0,2.0,3,45.0
12692,Margondanahalli,1160.0,2.0,2,65.0
12693,Vittasandra,1246.0,2.0,2,67.4
12694,Hosa Road,615.0,1.0,1,43.08
12695,7th Phase JP Nagar,1128.0,2.0,2,60.0
12696,Other,1260.0,2.0,2,55.0
12697,Bellandur,1830.0,3.0,3,89.89
12698,Sarjapur,1525.0,2.0,3,68.0
12699,Yelahanka,602.0,2.0,1,30.0
12701,Hegde Nagar,1835.0,3.0,3,89.0
12702,Kanakpura Road,1250.0,3.0,3,62.6
12703,Other,1200.0,4.0,4,110.0
12704,Murugeshpalya,1855.0,3.0,3,96.0
12705,Kanakpura Road,1450.0,3.0,3,60.91
12706,Sarjapur  Road,2089.0,3.0,3,148.0
12707,Haralur Road,1464.0,3.0,3,56.0
12709,Begur Road,1200.0,2.0,2,44.73
12710,Sarjapur,1095.0,2.0,2,45.0
12711,Ambedkar Nagar,2900.0,3.0,3,297.0
12712,BTM 2nd Stage,2500.0,3.0,3,345.0
12713,Kothanur,1170.0,3.0,3,80.0
12714,6th Phase JP Nagar,1280.0,2.0,2,88.0
12715,Rajaji Nagar,1224.0,2.0,2,105.0
12716,Thanisandra,1694.0,3.0,3,125.0
12717,Electronic City,825.0,2.0,2,30.0
12718,Sarjapur  Road,1612.0,3.0,3,98.38
12719,Chandapura,985.0,2.0,2,25.12
12720,Murugeshpalya,1175.0,2.0,2,75.0
12721,Other,600.0,1.0,1,24.0
12722,Whitefield,1740.0,3.0,3,85.0
12723,Other,1770.0,3.0,3,99.0
12725,Horamavu Agara,1090.0,2.0,2,46.0
12728,Other,1800.0,3.0,3,130.0
12729,Jigani,1221.0,3.0,3,65.0
12730,8th Phase JP Nagar,1046.0,2.0,2,48.0
12731,Uttarahalli,1290.0,2.0,3,56.12
12732,Electronic City Phase II,1065.0,2.0,2,30.76
12733,Ambedkar Nagar,1850.0,4.0,3,121.0
12734,Battarahalli,1097.0,2.0,2,49.0
12735,Kalena Agrahara,1200.0,3.0,2,70.0
12736,Varthur,2160.0,3.0,3,170.0
12737,Anekal,1140.0,2.0,2,52.0
12738,Thigalarapalya,1297.0,2.0,2,98.0
12739,Padmanabhanagar,1150.0,2.0,2,50.0
12740,Other,1375.0,2.0,2,45.0
12741,Babusapalaya,1245.0,2.0,2,58.0
12743,Nagarbhavi,1800.0,3.0,4,180.0
12744,Brookefield,1594.0,3.0,3,140.0
12745,TC Palaya,1200.0,2.0,3,66.0
12746,Chandapura,645.0,1.0,1,16.45
12747,Kanakpura Road,700.0,2.0,2,36.0
12749,Raja Rajeshwari Nagar,1000.0,2.0,2,50.0
12751,Begur Road,1160.0,2.0,2,42.0
12753,OMBR Layout,600.0,3.0,5,140.0
12754,Other,1570.0,2.0,3,95.0
